Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
14-TM1:bin_000044	97.52	5.26	Gradient Boost (General Model)	11	0.859	35636	328.0702754036087	1204545	0.36	1053	None
14-TM1:bin_000063	54.82	0.0	Neural Network (Specific Model)	11	0.895	2600	237.196103079824	1263214	0.41	1591	None
14-TM2:bin_000018	96.94	0.65	Gradient Boost (General Model)	11	0.858	43125	320.7453416149068	3244096	0.5	2898	None
14-TM2:bin_000021	94.75	2.77	Gradient Boost (General Model)	11	0.9	11585	297.642431466031	2494678	0.62	2517	None
14-TM3:bin_000006	94.39	0.57	Neural Network (Specific Model)	11	0.869	12980	278.43951807228916	1990907	0.37	2075	None
14-TM3:bin_000013	94.8	29.7	Neural Network (Specific Model)	11	0.91	7402	340.7325164005446	9067099	0.41	8079	None
14-TM4:bin_000036	93.56	1.67	Gradient Boost (General Model)	11	0.894	11490	308.47927199191105	3064303	0.5	2967	None
14-TM4:bin_000038	93.32	0.79	Gradient Boost (General Model)	11	0.898	96894	323.39694656488547	3532260	0.47	3275	None
14-TM4:bin_000043	96.38	2.39	Gradient Boost (General Model)	11	0.894	9534	300.2762331838565	2244491	0.28	2230	None
14-TM4:bin_000064	93.33	3.81	Gradient Boost (General Model)	11	0.902	8452	300.24492067909824	3579694	0.47	3593	None
14-TM4:bin_000084	99.16	12.73	Neural Network (Specific Model)	11	0.889	32743	302.52382867484414	5063014	0.43	4973	None
14-TM4:bin_000105	92.91	2.12	Neural Network (Specific Model)	11	0.884	12222	284.1678908709339	1833764	0.36	1906	None
14-TM4:bin_000119	94.6	4.77	Gradient Boost (General Model)	11	0.889	22358	302.3731255513084	3462426	0.51	3401	None
14:bin_000003	99.99	0.61	Neural Network (Specific Model)	11	0.882	33551	278.80032119914347	1767268	0.4	1868	None
14:bin_000017	99.94	1.96	Neural Network (Specific Model)	11	0.873	40737	298.0501408450704	1814670	0.4	1775	None
14:bin_000019	98.55	0.1	Gradient Boost (General Model)	11	0.873	34740	309.4887871853547	2320242	0.54	2185	None
14:bin_000024	95.38	3.53	Gradient Boost (General Model)	11	0.896	17500	308.57092337917487	2624504	0.62	2545	None
14:bin_000032	96.54	3.01	Neural Network (Specific Model)	11	0.852	13780	267.78641840087624	2578736	0.26	2739	None
14:bin_000065	89.88	0.52	Gradient Boost (General Model)	11	0.891	25744	340.69341161121986	1756012	0.58	1533	None
14:bin_000069	96.22	8.65	Neural Network (Specific Model)	11	0.881	13524	290.0190417690418	3208277	0.63	3256	None
14:bin_000102	94.57	3.57	Gradient Boost (General Model)	11	0.882	45101	290.0361362056984	1417304	0.29	1439	None
14:bin_000103	94.58	8.25	Gradient Boost (General Model)	11	0.857	70624	257.1806930693069	1447187	0.28	1616	None
14:bin_000105	85.1	3.98	Gradient Boost (General Model)	11	0.846	8231	281.1859264041317	3083138	0.62	3098	None
14:bin_000130	79.68	1.41	Gradient Boost (General Model)	11	0.86	4669	276.9549346552501	2140656	0.44	2219	None
14:bin_000131	83.66	1.5	Neural Network (Specific Model)	11	0.91	5827	272.3337087087087	2386788	0.43	2664	None
21-TM1:bin_000036	94.19	1.92	Gradient Boost (General Model)	11	0.874	29319	320.0922480620155	1415260	0.57	1290	None
21-TM1:bin_000037	92.09	2.46	Gradient Boost (General Model)	11	0.896	19955	331.46928879310343	2056523	0.54	1856	None
21-TM1:bin_000078	84.55	10.04	Gradient Boost (General Model)	11	0.892	13751	269.7365529207635	3129594	0.31	3458	None
21-TM1:bin_000108	79.47	11.41	Neural Network (Specific Model)	11	0.872	3205	243.94959612277867	2590763	0.63	3095	None
21-TM2:bin_000007	97.91	2.01	Gradient Boost (General Model)	11	0.876	28579	297.2409571508069	3649537	0.53	3594	None
21-TM3:bin_000012	87.61	4.77	Gradient Boost (General Model)	11	0.891	4252	273.91689827682046	3310025	0.52	3598	None
21-TM3:bin_000017	84.08	3.16	Gradient Boost (General Model)	11	0.905	7207	277.75351892399124	2937715	0.54	3197	None
21-TM4:bin_000005	99.39	0.09	Gradient Boost (General Model)	11	0.904	63173	315.0892161108705	2410691	0.44	2309	None
21-TM4:bin_000062	94.21	2.25	Gradient Boost (General Model)	11	0.901	23738	290.8333333333333	1647416	0.27	1704	None
21-TM4:bin_000077	87.31	2.27	Gradient Boost (General Model)	11	0.892	17570	305.3399923165578	2666542	0.48	2603	None
21-TM4:bin_000090	96.48	19.38	Gradient Boost (General Model)	11	0.866	35554	284.66766467065867	1971409	0.28	2004	None
21-TM4:bin_000122	79.82	13.29	Neural Network (Specific Model)	11	0.899	15900	330.69614335800543	5653718	0.42	5134	None
21-TM4:bin_000123	79.3	15.65	Gradient Boost (General Model)	11	0.876	2529	222.97673378076064	1700107	0.28	2235	None
21:bin_000095	90.25	7.61	Neural Network (Specific Model)	11	0.882	8595	276.1221326720397	3024448	0.63	3226	None
21:bin_000099	89.15	7.53	Gradient Boost (General Model)	11	0.891	28094	297.2889798703514	2929730	0.55	2931	None
21:bin_000101	100.0	2.39	Gradient Boost (General Model)	11	0.901	66789	330.3570110701107	1189068	0.4	1084	None
21:bin_000115	91.06	12.59	Gradient Boost (General Model)	11	0.852	7360	271.76120249574586	3369811	0.62	3526	None
21:bin_000128	97.15	8.85	Gradient Boost (General Model)	11	0.895	16582	311.18109269490486	3391524	0.5	3258	None
21:bin_000133	93.04	9.98	Gradient Boost (General Model)	11	0.864	6934	311.012663085188	2809952	0.55	2606	None
21:bin_000140	99.99	7.52	Neural Network (Specific Model)	11	0.89	104641	319.49393714427123	4340935	0.47	4041	None
21:bin_000146	92.5	6.2	Neural Network (Specific Model)	11	0.891	53951	328.5651315789474	3355632	0.53	3040	None
21:bin_000155	93.77	9.71	Gradient Boost (General Model)	11	0.891	14281	287.31029840700023	4301333	0.46	4457	None
21:bin_000178	79.83	1.73	Gradient Boost (General Model)	11	0.862	4728	253.52355170546832	1625561	0.5	1847	None
D300693:bin_000011	95.69	0.46	Gradient Boost (General Model)	11	0.896	83324	314.60587882423516	1751762	0.39	1667	None
D300693:bin_000022	92.76	3.56	Gradient Boost (General Model)	11	0.881	28998	284.8909426987061	1571057	0.28	1623	None
D300693:bin_000024	96.32	2.94	Neural Network (Specific Model)	11	0.888	24293	311.4347026364194	3423366	0.51	3262	None
D300694:bin_000004	95.55	1.46	Gradient Boost (General Model)	11	0.889	31133	343.8724434876211	2152057	0.56	1858	None
D300694:bin_000018	86.76	0.18	Gradient Boost (General Model)	11	0.86	5533	273.0641194554238	2166233	0.64	2277	None
D300694:bin_000024	61.82	3.11	Gradient Boost (General Model)	11	0.852	5816	274.5853018372703	1838673	0.64	1905	None
D300695:bin_000004	98.0	2.64	Gradient Boost (General Model)	11	0.878	63356	303.2425619834711	2503073	0.58	2420	None
D300696:bin_000028	90.99	14.57	Gradient Boost (General Model)	11	0.9	40419	316.09139784946234	3715492	0.54	3534	None
D300696:bin_000031	87.31	1.79	Gradient Boost (General Model)	11	0.895	14313	326.4952727272727	3002538	0.53	2750	None
D300696:bin_000034	80.13	1.21	Neural Network (Specific Model)	11	0.887	5949	280.1744347023535	2050434	0.6	2167	None
D300700:bin_000002	89.91	0.3	Neural Network (Specific Model)	11	0.851	22190	305.11504424778764	2787137	0.59	2599	None
D300700:bin_000007	95.85	7.05	Neural Network (Specific Model)	11	0.913	262740	374.336129753915	4394539	0.46	3576	None
D300700:bin_000010	80.62	0.68	Gradient Boost (General Model)	11	0.897	4031	284.941875	1521373	0.58	1600	None
D300701:bin_000001	71.55	5.54	Gradient Boost (General Model)	11	0.882	2779	258.41921692169217	3899332	0.44	4444	None
D300703:bin_000011	70.95	2.02	Gradient Boost (General Model)	11	0.859	5541	275.7382310984308	2694954	0.5	2804	None
D300705:bin_000030	66.98	6.74	Gradient Boost (General Model)	11	0.879	3718	251.03785211267606	1942255	0.59	2272	None
D300708:bin_000010	98.53	1.63	Neural Network (Specific Model)	11	0.89	79462	312.2631578947368	1858523	0.33	1767	None
D300708:bin_000046	87.1	17.94	Neural Network (Specific Model)	11	0.889	10621	273.84737569060775	5335779	0.43	5792	None
D300709:bin_000009	96.82	13.85	Gradient Boost (General Model)	11	0.87	15879	314.7589033352176	3830315	0.47	3538	None
D300709:bin_000026	88.31	7.82	Gradient Boost (General Model)	11	0.895	8888	316.6012383900929	1711434	0.58	1615	None
D300710:bin_000007	95.89	14.73	Gradient Boost (General Model)	11	0.864	13649	313.0831295843521	3549511	0.48	3272	None
D300710:bin_000008	97.65	2.47	Gradient Boost (General Model)	11	0.904	51588	330.63876825898143	2772317	0.53	2533	None
D300710:bin_000024	100.0	2.19	Gradient Boost (General Model)	11	0.897	27120	315.491260349586	3433196	0.45	3261	None
D300711:bin_000006	99.78	0.1	Neural Network (Specific Model)	11	0.848	76073	317.11976047904193	2801257	0.59	2505	None
D300711:bin_000013	99.72	0.0	Gradient Boost (General Model)	11	0.887	42631	341.055593220339	1698403	0.54	1475	None
D300712:bin_000021	92.99	0.01	Gradient Boost (General Model)	11	0.863	33165	339.9030303030303	1751690	0.59	1485	None
D300712:bin_000030	84.96	3.09	Neural Network (Specific Model)	11	0.909	65928	308.2032690695725	2423194	0.43	2386	None
D300712:bin_000032	90.34	2.73	Neural Network (Specific Model)	11	0.896	21710	305.21085164835165	2969296	0.47	2912	None
D300712:bin_000033	85.12	0.79	Neural Network (Specific Model)	11	0.896	12822	298.4208813960367	3369407	0.48	3381	None
D300713:bin_000003	99.99	0.22	Neural Network (Specific Model)	11	0.895	100794	320.3374485596708	3646912	0.44	3402	None
D300713:bin_000013	96.77	1.89	Gradient Boost (General Model)	11	0.851	14828	302.71860986547085	2852335	0.64	2676	None
D300713:bin_000019	91.01	3.52	Gradient Boost (General Model)	11	0.886	80189	339.3662316476346	4217655	0.51	3678	None
D300714:bin_000010	94.55	1.86	Gradient Boost (General Model)	11	0.849	20541	308.08197507190795	2267926	0.49	2086	None
D300714:bin_000013	98.27	1.12	Gradient Boost (General Model)	11	0.853	20897	289.17478260869564	2335503	0.57	2300	None
D300714:bin_000018	97.62	4.01	Gradient Boost (General Model)	11	0.865	21836	334.3327005220693	2439028	0.56	2107	None
D300714:bin_000026	87.47	7.84	Gradient Boost (General Model)	11	0.892	10337	305.1552486187845	3709605	0.52	3620	None
D300714:bin_000029	80.67	2.52	Gradient Boost (General Model)	11	0.85	4313	250.02453271028037	1507166	0.59	1712	None
D300714:bin_000046	56.71	1.8	Gradient Boost (General Model)	11	0.907	3534	277.3901593901594	1322784	0.54	1443	None
D300716:bin_000003	95.83	1.82	Neural Network (Specific Model)	11	0.894	128259	361.5331683168317	4895383	0.43	4040	None
D300718:bin_000010	85.41	2.65	Gradient Boost (General Model)	11	0.853	4526	270.6901878914405	2276831	0.63	2395	None
D300718:bin_000011	84.18	3.55	Gradient Boost (General Model)	11	0.86	4804	261.7782608695652	1888122	0.63	2070	None
D300719:bin_000013	99.77	0.85	Neural Network (Specific Model)	11	0.91	291439	358.9001494023904	4745671	0.46	4016	None
D300719:bin_000016	72.76	0.02	Gradient Boost (General Model)	11	0.9	3827	267.5888252148997	1243344	0.48	1396	None
D300720:bin_000002	99.82	0.31	Neural Network (Specific Model)	11	0.913	258635	375.32870771899394	4261695	0.46	3459	None
D300720:bin_000004	93.65	0.0	Gradient Boost (General Model)	11	0.885	206158	347.7416149068323	1895498	0.47	1610	None
D300720:bin_000005	91.37	4.08	Neural Network (Specific Model)	11	0.875	7830	278.33503836317135	2607023	0.45	2737	None
D300723:bin_000005	96.0	3.01	Gradient Boost (General Model)	11	0.887	23686	320.0480527638191	3442775	0.56	3184	None
D300723:bin_000008	99.99	1.24	Neural Network (Specific Model)	11	0.894	46675	317.23929747530184	3871265	0.47	3644	None
D300723:bin_000010	93.65	0.0	Gradient Boost (General Model)	11	0.885	237822	346.97664413030117	1910815	0.47	1627	None
D300724:bin_000014	97.71	6.66	Neural Network (Specific Model)	11	0.905	149285	390.77461844030944	6185718	0.43	4783	None
D300724:bin_000018	83.55	16.19	Neural Network (Specific Model)	11	0.898	4337	266.36732081911265	4160253	0.45	4688	None
D300727:bin_000021	76.67	1.09	Neural Network (Specific Model)	11	0.895	8932	332.323706377858	3696580	0.44	3324	None
D300730:bin_000002	98.12	0.13	Gradient Boost (General Model)	11	0.883	38704	310.11198428290766	2140046	0.56	2036	None
D300730:bin_000011	95.02	5.43	Neural Network (Specific Model)	11	0.894	15836	317.24767904509287	3203285	0.5	3016	None
D300730:bin_000036	69.27	12.74	Gradient Boost (General Model)	11	0.895	5147	263.9924979160878	3176032	0.5	3599	None
D300733:bin_000030	82.27	12.99	Gradient Boost (General Model)	11	0.897	10221	309.79748603351953	2960823	0.51	2864	None
D300733:bin_000032	92.32	17.95	Gradient Boost (General Model)	11	0.908	4578	246.6423094271538	1802668	0.27	2217	None
D300733:bin_000036	65.8	2.25	Gradient Boost (General Model)	11	0.841	6806	265.69776119402985	2281287	0.62	2412	None
D300733:bin_000037	76.0	12.32	Gradient Boost (General Model)	11	0.886	3733	288.48391544117646	2121740	0.57	2176	None
D300733:bin_000042	53.37	0.03	Gradient Boost (General Model)	11	0.869	3862	273.0871508379888	1683431	0.54	1790	None
D300738:bin_000006	92.45	3.9	Neural Network (Specific Model)	11	0.904	231295	387.53585161728114	5678127	0.43	4421	None
D300740:bin_000007	57.97	2.2	Neural Network (Specific Model)	11	0.878	2798	232.84953867991484	1118756	0.37	1409	None
D300745:bin_000008	100.0	54.45	Neural Network (Specific Model)	11	0.901	173696	380.79811163565677	9123448	0.43	7202	None
D300746:bin_000001	100.0	2.29	Gradient Boost (General Model)	11	0.885	96079	303.8955739972337	2976556	0.28	2892	None
D300748:bin_000025	65.54	1.38	Gradient Boost (General Model)	11	0.914	3630	257.24405705229793	1062090	0.39	1262	None
D300749:bin_000002	89.55	0.09	Neural Network (Specific Model)	11	0.847	16607	301.6387987012987	2624765	0.59	2464	None
D300749:bin_000005	95.73	5.88	Gradient Boost (General Model)	11	0.919	22002	287.7985130111524	1261068	0.27	1345	None
D300751:bin_000022	87.92	2.53	Gradient Boost (General Model)	11	0.907	9486	296.38033728022964	2726279	0.49	2787	None
D300752:bin_000025	93.64	6.17	Gradient Boost (General Model)	11	0.893	22937	282.0834165834166	1894197	0.26	2002	None
D300752:bin_000034	96.42	19.23	Gradient Boost (General Model)	11	0.887	14191	316.85599622285173	2265422	0.5	2118	None
D300752:bin_000044	69.24	2.65	Gradient Boost (General Model)	11	0.891	3201	265.71263451574333	2240175	0.36	2509	None
D300756:bin_000006	99.95	2.65	Neural Network (Specific Model)	11	0.875	27094	281.9203502919099	2313309	0.37	2398	None
D300757:bin_000008	98.48	0.04	Gradient Boost (General Model)	11	0.863	62003	344.7083333333333	1866973	0.51	1560	None
D300757:bin_000034	53.7	5.69	Gradient Boost (General Model)	11	0.865	2607	247.12494558119286	1962755	0.47	2297	None
D300759:bin_000009	93.06	13.01	Gradient Boost (General Model)	11	0.857	15183	310.71451876019574	3327336	0.48	3065	None
D300759:bin_000014	96.48	5.31	Gradient Boost (General Model)	11	0.893	36554	312.43022629310343	3890292	0.52	3712	None
D300759:bin_000041	70.75	15.16	Gradient Boost (General Model)	11	0.904	2630	245.38823529411764	1587797	0.51	1955	None
D300760:bin_000002	100.0	0.27	Neural Network (Specific Model)	11	0.902	173290	369.2148409893993	5202496	0.42	4245	None
D300760:bin_000005	100.0	1.36	Gradient Boost (General Model)	11	0.879	50018	298.5354788677782	2623670	0.57	2579	None
D300760:bin_000012	95.66	3.96	Gradient Boost (General Model)	11	0.863	7529	289.2438631790744	2494109	0.55	2485	None
D300760:bin_000022	85.92	2.23	Neural Network (Specific Model)	11	0.896	43835	307.73045995496943	3196837	0.44	3109	None
D300762:bin_000001	99.95	0.96	Neural Network (Specific Model)	11	0.911	47098	298.83081232493	1751291	0.38	1785	None
D300763:bin_000020	91.3	7.54	Gradient Boost (General Model)	11	0.853	24730	284.1035	1994718	0.29	2000	None
D300763:bin_000022	98.56	0.08	Gradient Boost (General Model)	11	0.899	45743	316.0743571924948	3029317	0.45	2878	None
D300764:bin_000020	86.81	8.45	Gradient Boost (General Model)	11	0.879	18865	316.3369825521724	3150251	0.52	2923	None
D300765:bin_000012	89.96	2.56	Neural Network (Specific Model)	11	0.915	7966	275.0596603946765	1961792	0.38	2179	None
D300766:bin_000004	99.64	1.44	Neural Network (Specific Model)	11	0.91	27913	294.94402173913045	1783602	0.38	1840	None
D300766:bin_000013	92.06	4.08	Gradient Boost (General Model)	11	0.849	36034	274.3938053097345	1968579	0.29	2034	None
TM1:bin_000032	99.88	0.03	Neural Network (Specific Model)	11	0.893	79971	314.111544896821	1890100	0.33	1793	None
TM1:bin_000052	99.37	4.03	Neural Network (Specific Model)	11	0.911	265184	361.7389579476329	4500309	0.46	3781	None
TM1:bin_000075	100.0	7.9	Neural Network (Specific Model)	11	0.888	61634	314.0143293399107	4505019	0.46	4257	None
TM1:bin_000159	93.47	3.19	Neural Network (Specific Model)	11	0.886	10955	271.5732087227414	2061250	0.36	2247	None
TM1:bin_000164	95.28	2.43	Neural Network (Specific Model)	11	0.915	139578	413.6458607095926	6186008	0.42	4566	None
TM2:bin_000020	99.96	2.18	Neural Network (Specific Model)	11	0.894	196304	360.9950605087676	4898389	0.43	4049	None
TM2:bin_000029	97.72	3.52	Gradient Boost (General Model)	11	0.892	182453	297.797435150102	3430989	0.3	3431	None
TM2:bin_000036	98.04	1.13	Gradient Boost (General Model)	11	0.889	48064	305.7575620767494	2281910	0.42	2215	None
TM2:bin_000084	99.88	3.11	Neural Network (Specific Model)	11	0.896	13677	306.96667973343784	2618009	0.42	2551	None
TM2:bin_000120	97.78	3.14	Gradient Boost (General Model)	11	0.84	41397	310.30098559514784	1458708	0.35	1319	None
TM2:bin_000123	90.65	4.37	Neural Network (Specific Model)	11	0.888	50724	325.1896005072923	3458878	0.56	3154	None
TM2:bin_000144	88.9	2.27	Gradient Boost (General Model)	11	0.846	10227	306.40313111545987	1662119	0.59	1533	None
TM2:bin_000151	89.25	5.52	Gradient Boost (General Model)	11	0.839	23421	278.5067778936392	1906945	0.27	1918	None
TM2:bin_000152	89.48	4.42	Gradient Boost (General Model)	11	0.839	4211	264.94709976798146	2038028	0.6	2155	None
TM2:bin_000183	90.43	17.14	Gradient Boost (General Model)	11	0.877	54754	292.36974299065423	1708506	0.29	1712	None
TM3:bin_000054	94.53	3.23	Gradient Boost (General Model)	11	0.85	45230	315.996879875195	1427325	0.34	1282	None
TM3:bin_000115	95.36	39.99	Gradient Boost (General Model)	11	0.867	5946	266.18865818263004	4116953	0.62	4479	None
TM4:bin_000021	98.68	0.1	Gradient Boost (General Model)	11	0.894	82077	314.3808255659121	2371240	0.55	2253	None
TM4:bin_000026	97.52	4.91	Gradient Boost (General Model)	11	0.894	80856	321.12014453477866	3574134	0.52	3321	None
TM4:bin_000028	99.3	5.19	Neural Network (Specific Model)	11	0.903	63458	301.5082369435682	2851301	0.41	2853	None
TM4:bin_000036	97.1	0.92	Gradient Boost (General Model)	11	0.899	21538	321.3941041785919	3739034	0.49	3494	None
TM4:bin_000060	100.0	20.19	Neural Network (Specific Model)	11	0.893	11027	292.3273789075919	2852613	0.38	2911	None
TM4:bin_000096	95.93	4.56	Gradient Boost (General Model)	11	0.919	90747	297.18362480127183	1217659	0.27	1258	None
TM4:bin_000103	85.33	1.01	Neural Network (Specific Model)	11	0.875	13351	301.4652128764278	1988122	0.47	1926	None
TM4:bin_000140	90.82	2.86	Gradient Boost (General Model)	11	0.907	7921	284.70755555555553	3169512	0.47	3375	None
TM4:bin_000231	82.59	5.12	Gradient Boost (General Model)	11	0.876	6604	294.7679073033708	2870151	0.51	2848	None
TM4:bin_000232	90.6	7.27	Neural Network (Specific Model)	11	0.866	40900	286.18576661433804	1890968	0.38	1911	None
TM4:bin_000262	93.13	18.83	Gradient Boost (General Model)	11	0.903	8716	272.93838604143946	1661417	0.26	1834	None
